code,parent_code,level,label_el,label_en
14521000-9,14520000-2,4,Πολύτιμοι και ημιπολύτιμοι λίθοι,Precious and semi-precious stones
14521100-0,14521000-9,5,Πολύτιμοι λίθοι,Precious stones
14521140-2,14521100-0,6,Κονιοποιημένοι πολύτιμοι λίθοι,Dust or powder of precious stones
14521200-1,14521000-9,5,Ημιπολύτιμοι λίθοι,Semi-precious stones
14521210-4,14521200-1,6,Κονιοποιημένοι ημιπολύτιμοι λίθοι,Dust or powder of semi-precious stones
14522000-6,14520000-2,4,Βιομηχανικά διαμάντια· κισηρόλιθοι· σμύριδα· άλλα φυσικά λειαντικά,"Industrial diamonds, pumice stone, emery and other natural abrasives"
14522100-7,14522000-6,5,Κισηρόλιθος,Pumice stone
14522200-8,14522000-6,5,Βιομηχανικά διαμάντια,Industrial diamonds
14522300-9,14522000-6,5,Σμύριδα,Emery
14522400-0,14522000-6,5,Φυσικά λειαντικά,Natural abrasives
14523000-3,14520000-2,4,"Ορυκτά, πολύτιμα μέταλλα και συναφή προϊόντα","Related minerals, precious metals and associated products"
14523100-4,14523000-3,5,Ορυκτά,Minerals
14523200-5,14523000-3,5,Χρυσός,Gold
14523300-6,14523000-3,5,Άργυρος,Silver
14523400-7,14523000-3,5,Λευκόχρυσος,Platinum
14600000-7,14000000-1,2,Μεταλλεύματα και μέταλλα,Metal ores and alloys
14610000-0,14600000-7,3,Μεταλλεύματα,Metal ores
14611000-7,14610000-0,4,Σιδηρομεταλλεύματα,Iron ores
14612000-4,14610000-0,4,Μη σιδηρούχα μεταλλεύματα,Non-ferrous metal ores
14612100-5,14612000-4,5,Μεταλλεύματα χαλκού,Copper ores
14612200-6,14612000-4,5,Μεταλλεύματα νικελίου,Nickel ores
14612300-7,14612000-4,5,Μεταλλεύματα αλουμινίου,Aluminium ores
14612400-8,14612000-4,5,Πολύτιμα μέταλλα,Precious-metal ores
14612500-9,14612000-4,5,Μεταλλεύματα μολύβδου,Lead ores
14612600-0,14612000-4,5,Μεταλλεύματα ψευδαργύρου,Zinc ores
14612700-1,14612000-4,5,Μεταλλεύματα λευκοσιδήρου,Tin ores
14613000-1,14610000-0,4,Μεταλλεύματα ουρανίου και θορίου,Uranium and thorium ores
14613100-2,14613000-1,5,Μεταλλεύματα ουρανίου,Uranium ores
14613200-3,14613000-1,5,Μεταλλεύματα θορίου,Thorium ores
14614000-8,14610000-0,4,Διάφορα μεταλλεύματα,Miscellaneous ores
14620000-3,14600000-7,3,Κράματα,Alloys
14621000-0,14620000-3,4,Κράματα σιδήρου,Ferro-alloys
14621100-1,14621000-0,5,Κράματα σιδήρου εκτός των κραμάτων της ΕΚΑΧ,Non-ECSC ferro-alloys
14621110-4,14621100-1,6,Σιδηρομαγγάνιο,Ferro-manganese
14621120-7,14621100-1,6,Σιδηροχρώμιο,Ferro-chromium
14621130-0,14621100-1,6,Σιδηρονικέλιο,Ferro-nickel
14622000-7,14620000-3,4,Χάλυβας,Steel
14630000-6,14600000-7,3,"Σκωρίες, σκωρίες υψικαμίνου, σιδηρούχα απορρίμματα και υπολείμματα","Slag, dross, ferrous waste and scrap"
14700000-8,14000000-1,2,Βασικά μέταλλα,Basic metals
14710000-1,14700000-8,3,"Σίδηρος, μόλυβδος, ψευδάργυρος, κασσίτερος και χαλκός","Iron, lead, zinc, tin and copper"
14711000-8,14710000-1,4,Σίδηρος,Iron
14711100-9,14711000-8,5,Ακατέργαστος χυτοσίδηρος,Pig iron
14712000-5,14710000-1,4,Μόλυβδος,Lead
14713000-2,14710000-1,4,Ψευδάργυρος,Zinc
14714000-9,14710000-1,4,Κασσίτερος,Tin
14715000-6,14710000-1,4,Χαλκός,Copper
14720000-4,14700000-8,3,"Αλουμίνιο, νικέλιο, σκάνδιο, τιτάνιο και βανάδιο","Aluminium, nickel, scandium, titanium and vanadium"
14721000-1,14720000-4,4,Αλουμίνιο,Aluminium
14721100-2,14721000-1,5,Οξείδιο του αργιλίου,Aluminium oxide
14722000-8,14720000-4,4,Νικέλιο,Nickel
14723000-5,14720000-4,4,Σκάνδιο,Scandium
14724000-2,14720000-4,4,Τιτάνιο,Titanium
14725000-9,14720000-4,4,Βανάδιο,Vanadium
14730000-7,14700000-8,3,"Χρώμιο, μαγγάνιο, κοβάλτιο, ύττριο και ζιρκόνιο","Chromium, manganese, cobalt, yttrium and zirconium"
14731000-4,14730000-7,4,Χρώμιο,Chromium
14732000-1,14730000-7,4,Μαγγάνιο,Manganese
14733000-8,14730000-7,4,Κοβάλτιο,Cobalt
14734000-5,14730000-7,4,Ύττριο,Yttrium
14735000-2,14730000-7,4,Ζιρκόνιο,Zirconium
14740000-0,14700000-8,3,"Μολυβδαίνιο, τεχνήτιο, ρουθήνιο και ρόδιο","Molybdenum, technetium, ruthenium and rhodium"
14741000-7,14740000-0,4,Μολυβδαίνιο,Molybdenum
14742000-4,14740000-0,4,Τεχνήτιο,Technetium
14743000-1,14740000-0,4,Ρουθήνιο,Ruthenium
14744000-8,14740000-0,4,Ρόδιο,Rhodium
14750000-3,14700000-8,3,"Κάδμιο, λουτήτιο, άφνιο, ταντάλιο και βολφράμιο","Cadmium, lutetium, hafnium, tantalum and tungsten"
14751000-0,14750000-3,4,Κάδμιο,Cadmium
14752000-7,14750000-3,4,Λουτήτιο,Lutetium
14753000-4,14750000-3,4,Άφνιο,Hafnium
14754000-1,14750000-3,4,Ταντάλιο,Tantalum
14755000-8,14750000-3,4,Βολφράμιο,Tungsten
14760000-6,14700000-8,3,"Ιρίδιο, γάλλιο, ίνδιο, θάλλιο και βάριο","Iridium, gallium, indium, thallium and barium"
14761000-3,14760000-6,4,Ιρίδιο,Iridium
14762000-0,14760000-6,4,Γάλλιο,Gallium
14763000-7,14760000-6,4,Ίνδιο,Indium
14764000-4,14760000-6,4,Θάλλιο,Thallium
14765000-1,14760000-6,4,Βάριο,Barium
14770000-9,14700000-8,3,"Καίσιο, στρόντιο, ρουβήδιο και ασβέστιο","Caesium, strontium, rubidium and calcium"
14771000-6,14770000-9,4,Καίσιο,Caesium
14772000-3,14770000-9,4,Στρόντιο,Strontium
14773000-0,14770000-9,4,Ρουβίδιο,Rubidium
14774000-7,14770000-9,4,Ασβέστιο,Calcium
14780000-2,14700000-8,3,"Κάλιο, μαγνήσιο, νάτριο και λίθιο","Potassium, magnesium, sodium and lithium"
14781000-9,14780000-2,4,Κάλιο,Potassium
14782000-6,14780000-2,4,Μαγνήσιο,Magnesium
14783000-3,14780000-2,4,Νάτριο,Sodium
14784000-0,14780000-2,4,Λίθιο,Lithium
14790000-5,14700000-8,3,"Νιόβιο, όσμιο, ρήνιο και παλλάδιο","Niobium, osmium, rhenium and palladium"
14791000-2,14790000-5,4,Νιόβιο,Niobium
14792000-9,14790000-5,4,Όσμιο,Osmium
14793000-6,14790000-5,4,Ρήνιο,Rhenium
14794000-3,14790000-5,4,Παλλάδιο,Palladium
14800000-9,14000000-1,2,Διάφορα μη μεταλλικά ορυκτά προϊόντα,Miscellaneous non-metallic mineral products
14810000-2,14800000-9,3,Λειαντικά προϊόντα,Abrasive products
14811000-9,14810000-2,4,"Μυλόπετρες, ακονόπετρες και ακονιστικοί τροχοί","Millstones, grindstones and grinding wheels"
14811100-0,14811000-9,5,Μυλόπετρες,Millstones
14811200-1,14811000-9,5,Ακονόπετρες,Grindstones
14811300-2,14811000-9,5,Ακονιστικοί τροχοί,Grinding wheels
14812000-6,14810000-2,4,Λειαντικές σκόνες ή κόκκοι,Abrasive powder or grain
14813000-3,14810000-2,4,Τεχνητό κορούνδιο,Artificial corundum
14814000-0,14810000-2,4,Τεχνητός γραφίτης,Artificial graphite
14820000-5,14800000-9,3,Γυαλί,Glass
14830000-8,14800000-9,3,Ίνες υάλου,Fibreglass
14900000-0,14000000-1,2,Ανακτηθείσες δευτερογενείς πρώτες ύλες,Recovered secondary raw materials
14910000-3,14900000-0,3,Ανακτηθείσες δευτερογενείς πρώτες ύλες μεταλλικής μορφής,Recovered secondary metal raw materials
14920000-6,14900000-0,3,Ανακτηθείσες δευτερογενείς μη μεταλλικές πρώτες ύλες,Recovered secondary non-metal raw materials
14930000-9,14900000-0,3,Τέφρα και υπολείμματα που περιέχουν μέταλλα,Ash and residues containing metals
15000000-8,,1,"Τρόφιμα, ποτά, καπνός και συναφή προϊόντα","Food, beverages, tobacco and related products"
15100000-9,15000000-8,2,"Ζωικά προϊόντα, κρέας και προϊόντα κρέατος","Animal products, meat and meat products"
15110000-2,15100000-9,3,Κρέας,Meat
15111000-9,15110000-2,4,Βόειο κρέας,Bovine meat
15111100-0,15111000-9,5,Βοδινό κρέας,Beef
15111200-1,15111000-9,5,Μοσχαρίσιο κρέας,Veal
15112000-6,15110000-2,4,Πουλερικά,Poultry
15112100-7,15112000-6,5,Νωπά πουλερικά,Fresh poultry
15112110-0,15112100-7,6,Χήνες,Geese
15112120-3,15112100-7,6,Γαλοπούλες,Turkeys
15112130-6,15112100-7,6,Κοτόπουλα,Chickens
15112140-9,15112100-7,6,Πάπιες,Ducks
15112300-9,15112000-6,5,Εντόσθια πουλερικών,Poultry livers
15112310-2,15112300-9,6,Φουά γκρα,Foie gras
15113000-3,15110000-2,4,Χοιρινό κρέας,Pork
15114000-0,15110000-2,4,Εντόσθια,Offal
15115000-7,15110000-2,4,Αρνίσιο και πρόβειο κρέας,Lamb and mutton
15115100-8,15115000-7,5,Αρνίσιο κρέας,Lamb
15115200-9,15115000-7,5,Πρόβειο κρέας,Mutton
15117000-1,15110000-2,4,Κρέας αιγοειδών,Goat meat
15118000-8,15110000-2,4,"Κρέατα αλόγων, γαϊδουριών, μουλαριών ή ημιόνων","Horse, ass, mule or hinny meat"
15118100-9,15118000-8,5,Κρέας αλόγου,Horsemeat
15118900-7,15118000-8,5,"Κρέας γαϊδουριών, μουλαριών ή ημιόνων","Ass, mule or hinny meat"
15119000-5,15110000-2,4,Διάφορα κρέατα,Various meats
15119100-6,15119000-5,5,Κρέας κουνελιού,Rabbit meat
15119200-7,15119000-5,5,Κρέας λαγού,Hare meat
15119300-8,15119000-5,5,Θηράματα,Game
15119400-9,15119000-5,5,Βατραχοπόδαρα,Frogs' legs
15119500-0,15119000-5,5,Περιστέρια,Pigeons
15119600-1,15119000-5,5,Κρέας ψαριού,Fish meat
15130000-8,15100000-9,3,Προϊόντα κρέατος,Meat products
15131000-5,15130000-8,4,Διατηρημένα και παρασκευασμένα κρέατα,Meat preserves and preparations
15131100-6,15131000-5,5,Προϊόντα από κρέας για λουκάνικα,Sausage-meat products
15131110-9,15131100-6,6,Κρέας για λουκάνικα,Sausage meat
15131120-2,15131100-6,6,Προϊόντα από λουκάνικα,Sausage products
15131130-5,15131100-6,6,Λουκάνικα,Sausages
15131134-3,15131130-5,7,Λουκάνικα αίματος και άλλα λουκάνικα από αίμα,Black pudding and other blood sausages
15131135-0,15131130-5,7,Λουκάνικα από πουλερικά,Poultry sausages
15131200-7,15131000-5,5,"Αποξηραμένα, αλατισμένα, καπνιστά και καρυκευμένα κρέατα","Dried, salted, smoked or seasoned meat"
15131210-0,15131200-7,6,Παστό χοιρομέρι,Gammon
15131220-3,15131200-7,6,Μπέικον,Bacon
15131230-6,15131200-7,6,Σαλάμι,Salami
15131300-8,15131000-5,5,Παρασκευάσματα από συκώτι,Liver preparations
15131310-1,15131300-8,6,Πατέ,Pâté
15131320-4,15131300-8,6,Παρασκευάσματα από συκώτι χήνας ή πάπιας,Preparations of goose or duck liver
15131400-9,15131000-5,5,Προϊόντα από χοιρινό κρέας,Pork products
15131410-2,15131400-9,6,Χοιρομέρι,Ham
15131420-5,15131400-9,6,Κεφτέδες από κρέας,Meatballs
15131490-6,15131400-9,6,Έτοιμα φαγητά από χοιρινό κρέας,Prepared pork dishes
15131500-0,15131000-5,5,Παρασκευάσματα από κρέας πουλερικών,Poultry products
15131600-1,15131000-5,5,Παρασκευάσματα από βοδινό και μοσχαρίσιο κρέας,Beef and veal products
15131610-4,15131600-1,6,Κεφτέδες από βοδινό κρέας,Beef meatballs
15131620-7,15131600-1,6,Κιμάς από βοδινό κρέας,Minced beef
15131640-3,15131600-1,6,Μπιφτέκια από βοδινό,Beefburgers
15131700-2,15131000-5,5,Παρασκευάσματα από κρέας,Meat preparations
15200000-0,15000000-8,2,Παρασκευασμένα και διατηρημένα ψάρια,Prepared and preserved fish
15210000-3,15200000-0,3,"Φιλέτα ψαριών, συκώτια ψαριών και αυγοτάραχο","Fish fillets, fish livers and roe"
15211000-0,15210000-3,4,Φιλέτα ψαριών,Fish fillets
15211100-1,15211000-0,5,Νωπά φιλέτα ψαριών,Fresh fish fillets
15212000-7,15210000-3,4,Αυγοτάραχο,Fish roe
15213000-4,15210000-3,4,Συκώτια ψαριών,Fish livers
15220000-6,15200000-0,3,"Κατεψυγμένα ψάρια, φιλέτα ψαριών και άλλα κρέατα ψαριών","Frozen fish, fish fillets and other fish meat"
15221000-3,15220000-6,4,Κατεψυγμένα ψάρια,Frozen fish
15229000-9,15220000-6,4,Κατεψυγμένα προϊόντα ψαριού,Frozen fish products
15230000-9,15200000-0,3,Αποξηραμένα ή παστά ψάρια· ψάρια σε άλμη· καπνιστά ψάρια,Dried or salted fish; fish in brine; smoked fish
15231000-6,15230000-9,4,Αποξηραμένα ψάρια,Dried fish
15232000-3,15230000-9,4,Παστά ψάρια,Salted fish
15233000-0,15230000-9,4,Ψάρια σε άλμη,Fish in brine
15234000-7,15230000-9,4,Καπνιστό ψάρι,Smoked fish
15235000-4,15230000-9,4,Διατηρημένα ψάρια,Preserved fish
15240000-2,15200000-0,3,Κονσερβοποιημένα ψάρια και άλλα παρασκευασμένα ή διατηρημένα ψάρια,Canned or tinned fish and other prepared or preserved fish
15241000-9,15240000-2,4,Κονσερβοποιημένα και παρασκευασμένα ψάρια,"Coated, canned or tinned fish"
15241100-0,15241000-9,5,Κονσερβοποιημένος σολομός,Canned salmon
15241200-1,15241000-9,5,Παρασκευασμένες ή διατηρημένες ρέγγες,Prepared or preserved herring
15241300-2,15241000-9,5,Σαρδέλες,Sardines
15241400-3,15241000-9,5,Κονσερβοποιημένος τόνος,Canned tuna
15241500-4,15241000-9,5,Σκουμπρί,Mackerel
15241600-5,15241000-9,5,Αντζούγες,Anchovies
15241700-6,15241000-9,5,Κροκέτες ψαριών,Fish fingers
15241800-7,15241000-9,5,Παναρισμένα τεμάχια ψαριού,Coated fish preparations
15242000-6,15240000-2,4,Έτοιμα φαγητά ψαριών,Prepared fish dishes
15243000-3,15240000-2,4,Παρασκευάσματα ψαριού,Preparations of fish
15244000-0,15240000-2,4,Χαβιάρι και αυγά ψαριού,Caviar and fish eggs
15244100-1,15244000-0,5,Χαβιάρι,Caviar
15244200-2,15244000-0,5,Αυγά ψαριού,Fish eggs
15250000-5,15200000-0,3,Θαλασσινά,Seafood
15251000-2,15250000-5,4,Κατεψυγμένα καρκινοειδή,Frozen crustaceans
15252000-9,15250000-5,4,Παρασκευασμένα ή διατηρημένα καρκινοειδή,Prepared or preserved crustaceans
15253000-6,15250000-5,4,Προϊόντα οστρακοειδών,Shellfish products
15300000-1,15000000-8,2,"Φρούτα, λαχανικά και συναφή προϊόντα","Fruit, vegetables and related products"
15310000-4,15300000-1,3,Πατάτες και προϊόντα πατάτας,Potatoes and potato products
15311000-1,15310000-4,4,Κατεψυγμένες πατάτες,Frozen potatoes
15311100-2,15311000-1,5,Κομμένες πατάτες για τηγάνισμα,Chips or french fries
15311200-3,15311000-1,5,"Πατάτες σε κύβους, φέτες και άλλα είδη κατεψυγμένης πατάτας","Diced, sliced and other frozen potatoes"
